,location,city,latitude,longitude
20449,Gulberg,Lahore,31.515118,74.344826
20458,Al Rehman Garden,Lahore,31.590489,74.224176
20462,Valencia Housing Society,Lahore,31.403869,74.255176
20490,Gul Colony,Lahore,31.455025,74.361649
20496,Wapda Town,Lahore,31.432764,74.25941
20498,Noor Jahan Road,Lahore,31.509378,74.343787
20499,Al-Jannat Housing Society - Kahna,Lahore,31.360227,74.384958
20504,DHA Defence,Lahore,31.503393,74.445932
20515,Gulberg,Lahore,31.521776000000003,74.343538
20532,Pak Arab Housing Society,Lahore,31.432563,74.350533
20580,Malir,Karachi,24.883427,67.164488
20593,Jamshed Town,Karachi,24.862889000000003,67.044287
20595,Abdullah Haroon Road,Karachi,24.848067,67.031176
20656,Navy Housing Scheme Karsaz,Karachi,24.893299102783,67.10346221923801
20696,G-13,Islamabad,33.645957946777,72.962471008301
20702,Gulberg,Islamabad,33.601091,73.2142
20727,C-18,Islamabad,33.670196844375,72.823552197067
20728,D-17,Islamabad,33.654459,72.85283100000001
20733,Sargodha Road,Faisalabad,31.442565412267,73.086953338375
20734,Ayub Colony,Faisalabad,31.405993,73.055134
20744,Raza Garden,Faisalabad,31.451813,73.161905
20780,Satellite Town,Rawalpindi,33.634418487549,73.05916595459
20787,Model Colony,Rawalpindi,33.645739,73.093681
20827,Naz Town,Lahore,31.400398254395,74.268157958984
20832,Bahria Orchard,Lahore,31.314782,74.21251099999999
20839,Al Madina Avenue,Lahore,31.417079,74.27950799999999
20873,DHA Defence,Lahore,31.430299,74.435989
20884,OPF Housing Scheme,Lahore,31.424653000000003,74.23457900000001
20887,Main Canal Bank Road,Lahore,31.435316,74.28778100000001
20890,Gulberg,Lahore,31.526751,74.345384
20916,IEP Engineers Town,Lahore,31.404528000000003,74.28989399999999
20918,Shahtaj Colony,Lahore,31.488846,74.370232
20960,Darul Aman Society,Karachi,24.875199,67.068398
21009,New Karachi,Karachi,24.972286224365,67.066299438477
21044,E-18,Islamabad,33.631987,72.85351800000001
21054,PWD Road,Islamabad,33.567125,73.134901
21056,Ghauri Town,Islamabad,33.623615,73.166241
21060,Margalla Town,Islamabad,33.668854,73.10611
21065,Afghanabad,Faisalabad,31.419691085815,73.056716918945
21066,Samundari Road,Faisalabad,31.365092,73.079151
21069,Wapda Town,Faisalabad,31.483082,73.166882
21074,Samanabad,Faisalabad,31.390425,73.071228
21153,Al-Hamad Colony (AIT),Lahore,31.522627000000004,74.30465
21179,Walled City,Lahore,31.580645560949,74.32601905424501
21191,Kamahan Road,Lahore,31.454618453979,74.36824798584
21197,Gulshan Farooq Scheme,Lahore,31.574736,74.396124
21201,TECH Society,Lahore,31.483722686768,74.281051635742
21237,Formanites Housing Scheme,Lahore,31.447702407837,74.409309387207
21246,Al Jannat Housing Scheme,Lahore,31.431346,74.220125
21253,Lake City,Lahore,31.351164,74.256951
21265,Baghbanpura,Lahore,31.584531784058,74.372978210449
21292,Dalmia Cement Factory Road,Karachi,24.902713775635,67.100959777832
21360,New Karachi,Karachi,24.989131,67.05376600000001
21363,Gulistan-e-Jauhar,Karachi,24.939171,67.15611
21371,Intelligence Colony,Karachi,24.841912,67.01269599999999
21376,Korangi,Karachi,24.819455149786,67.17278499273401
21394,Gadap Town,Karachi,25.008864000000003,67.16538299999999
21395,DHA Defence,Karachi,24.790681,67.079915
21398,Jamshed Town,Karachi,24.864595413208,67.066123962402
21404,Hill Park,Karachi,24.868021,67.071147
21412,Liaquatabad,Karachi,24.895739000000003,67.045436
21433,Naval Anchorage,Islamabad,33.573009000000006,73.198628
21482,Sargodha Road,Faisalabad,31.482549177186,73.08227695077
21504,Chaklala Scheme,Rawalpindi,33.604719,73.081055
21514,Liaquat Colony,Rawalpindi,33.560966,73.01848000000001
21536,Formanites Housing Scheme,Lahore,31.445154,74.416134
21541,Izmir Town,Lahore,31.413941,74.185395
21543,Main Canal Bank Road,Lahore,31.397176,74.170847
21546,GT Road,Lahore,31.592084000000003,74.438326
21549,Ferozepur Road,Lahore,31.376607,74.3605
21557,Al-Hamd Park,Lahore,31.501252,74.257575
21590,Nasheman-e-Iqbal,Lahore,31.406231,74.278286
21598,Ali Alam Garden,Lahore,31.586245,74.46122
21626,Dharampura,Lahore,31.554037094116,74.36661529541
21630,Garden Town,Lahore,31.497116,74.321516
21633,Chungi Amar Sadhu,Lahore,31.440176010132,74.35377502441399
21723,Khayaban-e-Ittehad Road,Karachi,24.813129,67.076319
21726,Allama Iqbal Town,Karachi,24.926879,67.026472
21753,Bahria Town Karachi,Karachi,25.073347,67.32860600000001
21777,Kuri,Islamabad,33.672181,73.178586
21783,G-10,Islamabad,33.676103999999995,73.016467
21784,I-10,Islamabad,33.642562866211,73.035995483398
21789,G-13,Islamabad,33.649314880371,72.968391418457
21809,I-10,Islamabad,33.646419525146,73.045265197754
21811,F-17,Islamabad,33.629272460938,72.877593994141
21812,I-10,Islamabad,33.649780273438,73.029388427734
21866,Bahria Town Rawalpindi,Rawalpindi,33.486113,73.06938199999999
21871,Bahria Town Rawalpindi,Rawalpindi,33.495990753174,73.100196838379
21872,Bahria Town Rawalpindi,Rawalpindi,33.556266784668004,73.11797332763699
21879,DHA Defence,Lahore,31.518264,74.427223
21881,Guldasht Town,Lahore,31.5432472229,74.42018127441399
21929,China Scheme,Lahore,31.607852,74.36285
21935,Khana Kacha Road,Lahore,31.373857,74.35592700000001
21943,Formanites Housing Scheme,Lahore,31.447394,74.425359
21945,Ring Road,Lahore,31.520898,74.42379
21966,Bahria Town,Lahore,31.375697,74.196839
21987,Tarogill,Lahore,31.363501,74.208896
22022,Altaf Hussain Road,Karachi,24.919284,66.961912
22053,University Road,Karachi,24.92252,67.103269
22130,Scheme 33,Karachi,24.941374,67.150103
22165,Bahria Town,Islamabad,33.701936,73.237288
22177,F-15,Islamabad,33.639383,72.91810500000001
22193,FECHS,Islamabad,33.572044372559,73.175079345703
22202,Saeed Colony,Faisalabad,31.434925,73.129199
22206,Bagh Sardaran,Rawalpindi,33.6202,73.054412
22235,Sir Syed Chowk,Rawalpindi,33.646199,72.979628
22299,Green Acres Housing Society,Lahore,31.410498,74.237695
22304,Rehman Housing Society,Lahore,31.473392,74.29729499999999
22306,Elite Town,Lahore,31.342495,74.372878
22365,Gulberg,Lahore,31.528068,74.347544
22404,Gadap Town,Karachi,25.042949,67.248375
22537,Al Jameel Housing Scheme,Faisalabad,31.407028000000004,73.05455500000001
22547,"Rawalpindi, Punjab",Rawalpindi,33.588311344901,73.03539276123
22548,Raja Bazar,Rawalpindi,33.614422999999995,73.055409
22565,Misryal Road,Rawalpindi,33.604675292969,73.00514221191399
22576,Salamatpura,Lahore,31.582849502563,74.41700744628899
22588,Jubilee Town,Lahore,31.405004501343,74.187156677246
22619,Pak Park,Lahore,31.498883000000003,74.24263
22624,Valencia Housing Society,Lahore,31.409546,74.258466
22627,Wapda Town,Lahore,31.425074,74.268079
22764,Federal B Area,Karachi,24.911388,67.06036800000001
22779,Bahria Town Karachi,Karachi,25.042403,67.33055
22780,Bahria Town Karachi,Karachi,25.0474,67.313864
22781,Bahria Town Karachi,Karachi,25.037705,67.306259
22814,Gulshan-e-Iqbal Town,Karachi,24.879546,67.08422900000001
22838,Bahria Town Karachi,Karachi,25.027992,67.29948
22859,River Garden,Islamabad,33.551696,73.166027
22897,H-15,Islamabad,33.623339,72.93889
22898,Zaraj Housing Scheme,Islamabad,33.513454,73.151522
22929,Khalid Abad,Faisalabad,31.410498,73.071685
22938,Pindora,Rawalpindi,33.64351839448,73.07051897049
22978,Johar Town,Lahore,31.469081878662,74.266151428223
22988,Johar Town,Lahore,31.465274810791,74.291900634766
23003,Formanites Housing Scheme,Lahore,31.445417,74.41749399999999
23007,Abdalians Cooperative Housing Society,Lahore,31.455794,74.26560400000001
23046,Divine Homes,Lahore,31.493338,74.416925
23131,Scheme 33,Karachi,24.953262,67.113763
23134,Clifton,Karachi,24.830715,67.029984
23168,Korangi,Karachi,24.825306,67.125786
23243,Scheme 33,Karachi,24.992047,67.14066899999999
23250,Airport Avenue Housing Society,Islamabad,33.536143,72.755002
23251,I-10,Islamabad,33.648921966553004,73.038970947266
23255,Chatha Bakhtawar,Islamabad,33.661229317282,73.090268411217
23301,F-8,Islamabad,33.708953857422,73.045043945312
23305,F-7,Islamabad,33.723339080811,73.051170349121
23319,Canal Road,Faisalabad,31.455364000000003,73.171658
23344,Bahria Town Rawalpindi,Rawalpindi,33.521115,73.120532
23348,Ranial,Rawalpindi,33.54107,72.979483
23385,Shahdara,Lahore,31.632890701294,74.288902282715
23419,Cantt,Lahore,31.490127563477,74.418807983398
23470,College Road,Lahore,31.416932,74.282546
23471,Dream Avenue Lahore,Lahore,31.402868270874,74.236129760742
23507,Ahmad Housing Society,Lahore,31.489617,74.247793
23511,Askari,Lahore,31.547775,74.390475
23547,Gulberg Town,Karachi,24.92863,67.06446600000001
23553,Malir,Karachi,24.94958114624,67.150291442871
23563,Jamshed Town,Karachi,24.862889000000003,67.044288
23570,Scheme 33,Karachi,24.969838,67.16755
23589,Gulistan-e-Jauhar,Karachi,24.915748,67.119548
23620,DHA Defence,Karachi,24.817549,67.040842
23630,Federal B Area,Karachi,24.937737,67.08015400000001
23635,Malir Link To Super Highway,Karachi,24.933276,67.17475400000001
23658,F-8,Islamabad,33.713130950928004,73.03838348388699
23667,Zaraj Housing Scheme,Islamabad,33.517891,73.15594200000001
23688,E-18,Islamabad,33.630164,72.86137099999999
23706,DHA Defence,Islamabad,33.541871,73.101013
23708,F-11,Islamabad,33.684782,72.98638299999999
23734,Adiala Road,Rawalpindi,33.550868988037,73.056182861328
23736,Adiala Road,Rawalpindi,33.541918073953,73.060117699206
23769,Malik Colony,Rawalpindi,33.570802,73.001699
23781,Mall Road,Rawalpindi,33.590653,73.054639
23827,Gulberg,Lahore,31.50567817688,74.34820556640601
23850,Heir,Lahore,31.407676,74.49037299999999
23903,Toheed Park,Lahore,31.551046000000003,74.292245
23905,Saadat Avenue,Lahore,31.482377000000003,74.29543699999999
23946,Chapal Courtyard,Karachi,24.953426,67.144389
23947,Gadap Town,Karachi,25.004867553711,67.04109954834
23960,Gadap Town,Karachi,25.073472,67.065182
23961,Liaquatabad,Karachi,24.901931,67.04196400000001
23968,Gulistan-e-Jauhar,Karachi,24.933173,67.15664699999999
24014,Scheme 33,Karachi,24.957318,67.109551
24031,Fateh Jang Road,Islamabad,33.596402000000005,72.828245
24032,G-11,Islamabad,33.674768,72.99846
24039,E-18,Islamabad,33.634309,72.858281
24044,I-12,Islamabad,33.629628000000004,73.00241899999999
24052,I-8,Islamabad,33.662780761719,73.077789306641
24092,Kahuta Road,Islamabad,33.526585,73.470111
24116,Peoples Colony No 2,Faisalabad,31.39811706543,73.096832275391
24119,Nishatabad,Faisalabad,31.446991160323,73.119808448624
24126,Umer Valley,Faisalabad,31.467841,73.17931999999999
24129,Jail Road,Faisalabad,31.442413,73.081416
24132,Samarzar Housing Society,Rawalpindi,33.527740478516,73.044532775879
24213,Khayaban-e-Amin,Lahore,31.38046,74.25843
24223,Cantt,Lahore,31.532385,74.372721
24281,Lytton Road,Lahore,31.554,74.311302
24380,Formanites Housing Scheme,Lahore,31.446303000000004,74.41778000000001
24398,Gulberg Town,Karachi,24.917893306556,67.062484112333
24401,DHA City Karachi,Karachi,25.017951,67.395201
24407,Gizri,Karachi,24.821094,67.043195
24430,Malir,Karachi,24.889296592537,67.19757375987
24432,Malir,Karachi,24.904388,67.204522
24448,Mehmoodabad,Karachi,24.853535,67.071985
24450,Bin Qasim Town,Karachi,24.778552,67.33391800000001
24506,CBR Town,Islamabad,33.559036,73.151768
24522,G-11,Islamabad,33.67163848877,72.991653442383
24534,Naval Anchorage,Islamabad,33.571007,73.203743
24551,Rehman Pura,Faisalabad,31.420826,73.05177900000001
24633,Irrigation Cooperative Housing Society,Lahore,31.432197,74.326072
24676,Divine Gardens,Lahore,31.50308,74.412864
24703,DHA Defence,Lahore,31.469154,74.47055
24705,DHA Defence,Lahore,31.484453,74.48387
24784,Gadap Town,Karachi,25.044704,67.05797199999999
24788,Gadap Town,Karachi,25.067949,67.06844
24831,F-7,Islamabad,33.721199,73.057387
24840,F-11,Islamabad,33.68478012085,72.98638153076199
24871,Bani Gala,Islamabad,33.549693,73.13053599999999
24880,Pakistan Intelligence Bureau Housing Society,Islamabad,33.613451,73.173232
24901,Ali Town,Faisalabad,31.400535,73.139234
24906,Guru Nanak Pura,Faisalabad,31.415992,73.062079
24941,Marir Hassan,Rawalpindi,33.596740000000004,73.06654
24980,Lahore - Jaranwala Road,Lahore,31.603373,74.236305
25016,Bahria Orchard,Lahore,31.321014,74.21314699999999
25032,Aitchison Society,Lahore,31.457807,74.253159
25095,North Karachi,Karachi,24.981546401978,67.075309753418
25153,Nazimabad,Karachi,24.900071,67.028369
25245,Bahria Town,Islamabad,33.764378,73.241887
25264,Zulfiqar Colony,Faisalabad,31.387105,73.08827
25265,Ahmadabad,Faisalabad,31.440965652466,73.111167907715
25357,Amina Park,Lahore,31.489185,74.249303
25389,Bahria Town,Lahore,31.381706237793,74.19529724121101
25390,Gujjar Colony,Lahore,31.415186,74.327831
25397,GT Road,Lahore,31.732949,74.26397
25451,Bahria Town Karachi,Karachi,25.03577,67.315495
25497,Kemari Town,Karachi,24.843839000000003,66.998037
25509,Bagh-e-Korangi,Karachi,24.858398,67.151549
25516,Gulshan-e-Iqbal Town,Karachi,24.925555,67.0841
25519,Scheme 33,Karachi,24.986758,67.176673
25522,Bin Qasim Town,Karachi,24.892159,67.23263
25599,Shaheen Town,Islamabad,33.656593,73.1952
25601,Zaraj Housing Scheme,Islamabad,33.513454437255994,73.151519775391
25620,Bani Gala,Islamabad,33.710127783328,73.162150198138
25643,Susan Road,Faisalabad,31.421993,73.117657
25645,Wapda City,Faisalabad,31.503117,73.211339
25646,Bawa Chack 120 JB,Faisalabad,31.478758000000003,73.080435
25658,Satellite Town,Rawalpindi,33.642689729288,73.079636268678
25696,Mominpur,Lahore,31.6012,74.416051
25697,HBFC Housing Society,Lahore,31.457991,74.411817
25699,Eden,Lahore,31.484967,74.373958
25725,Lake City,Lahore,31.363348,74.247837
25752,Shah Faisal Road,Lahore,31.530829,74.294312
25759,Rajpoot Town,Lahore,31.451364,74.215121
25772,Harbanspura Road,Lahore,31.556446,74.413542
25776,Saggian Wala Bypass Road,Lahore,31.598821,74.253584
25779,Defence Garden,Lahore,31.439484000000004,74.36439200000001
25822,Chungi Amar Sadhu,Lahore,31.450925827026,74.354286193848
25854,Al-Jannat Housing Society - Kahna,Lahore,31.359588127156,74.382089339197
25878,Korangi,Karachi,24.828138,67.110438
25879,Zamzama,Karachi,24.8142,67.040935
25885,Liaquatabad,Karachi,24.899459,67.040576
25912,Federal B Area,Karachi,24.916178,67.07699699999999
25916,Shah Faisal Town,Karachi,24.881414000000003,67.15975999999999
25956,DHA Defence,Islamabad,33.534569,73.195107
25975,Burma Town,Islamabad,33.643634796143,73.125244140625
25983,Naval Farms Housing Scheme,Islamabad,33.721306,73.217903
25985,Bahria Town,Islamabad,33.684118,73.23591400000001
26021,Shalley Valley,Rawalpindi,33.597549438477,73.01417541503899
26030,Chungi No. 22 Road,Rawalpindi,33.577827,73.04101899999999
26042,Bahria Town Rawalpindi,Rawalpindi,33.552089,73.139278
26051,Bahria Town Rawalpindi,Rawalpindi,33.498497,73.10118
26052,Transformer Chowk,Rawalpindi,33.633484,73.087673
26075,Ring Road,Lahore,31.598317,74.451475
26108,Bahria Town,Lahore,31.368735,74.15745
26118,Green City,Lahore,31.518511,74.462038
26185,Marghzar Officers Colony,Lahore,31.506337,74.250283
26218,Gulistan-e-Malir,Karachi,24.870283,67.178589
26290,H-13,Islamabad,33.629898,72.977815
26346,Bethsaida Colony,Rawalpindi,33.602574,73.000667
26482,Mughalpura,Lahore,31.570053,74.367828
26546,Beadon Road,Lahore,31.564148,74.321737
26568,North Karachi,Karachi,24.952756,67.066727
26630,F-17,Islamabad,33.63434493137,72.876959998603
26646,F-11,Islamabad,33.683532714844,72.990409851074
26717,Eden Valley,Faisalabad,31.436061859131,73.154586791992
26718,Shalimar Park,Faisalabad,31.376022338867003,73.091041564941
26769,Lakshmi Chowk,Lahore,31.567163467407,74.325103759766
26821,Nabha Road,Lahore,31.565723,74.307428
26823,Bahria Town,Lahore,31.388757705688,74.18507385253899
26895,Pir Naseer,Lahore,31.560705,74.432512
26913,Sadaat Town,Lahore,31.47201,74.425628
26921,TECH Society,Lahore,31.485113143921,74.281898498535
27017,G-15,Islamabad,33.632428000000004,72.922147
27046,Samundari Road,Faisalabad,31.34583,73.068523
27055,Jarahi,Rawalpindi,33.544434,73.04572399999999
27066,Chakbeli Road,Rawalpindi,33.475745,73.19515899999999
27082,Satellite Town,Rawalpindi,33.63843536377,73.06959533691399
27092,Media Town,Rawalpindi,33.560886383057,73.125938415527
27132,Model Town,Lahore,31.483282089233,74.335731506348
27160,Sherwani Town Housing Scheme,Lahore,31.426173,74.342422
27181,State Life Housing Society,Lahore,31.449607,74.402375
27202,Main Canal Bank Road,Lahore,31.395313,74.2862
27244,Model Town,Lahore,31.492871,74.328074
27257,Cavalry Ground,Lahore,31.500556945801,74.36772918701199
27320,North Nazimabad,Karachi,24.945317277751,67.052055714795
27347,Emaar Canyon Views,Islamabad,33.518928527832,73.184692382812
27388,Wapda City,Faisalabad,31.501068,73.20455799999999
27423,Harbanspura,Lahore,31.575722,74.45929699999999
27438,Mohlanwal Scheme,Lahore,31.403795,74.172728
27544,Manga - Raiwind Road,Lahore,31.252821,74.186097
27608,Scheme 33,Karachi,24.969194,67.13449200000001
27612,Bin Qasim Town,Karachi,24.849896,67.26133399999999
27616,circular road,Karachi,25.080332,67.146873
27666,Malir,Karachi,24.882301330566,67.184677124023
27767,Bahria Town Rawalpindi,Rawalpindi,33.547439000000004,73.134828
27768,Akalgarh,Rawalpindi,33.620887,73.0517
27792,Mohlanwal Road,Lahore,31.44051,74.198222
27835,Paragon City,Lahore,31.534799,74.451327
27898,Abdalians Cooperative Housing Society,Lahore,31.456673,74.268816
27901,Khayaban-e-Amin,Lahore,31.374121,74.26285
27963,Scheme 33,Karachi,24.995665,67.105007
27988,North Karachi,Karachi,24.992317920474,67.052421478477
28007,Gulshan-e-Iqbal Town,Karachi,24.903423309326,67.088401794434
28008,Scheme 33,Karachi,24.957135,67.16538800000001
28013,Blue Area,Islamabad,33.712096,73.06221500000001
28056,Amer Pura,Rawalpindi,33.622701,73.070684
28087,Lahore Villas,Lahore,31.372625,74.235404
28171,Green Fort,Lahore,31.453451,74.243934
28180,DHA Defence,Lahore,31.469686,74.42610400000001
28189,PIA Housing Scheme,Lahore,31.444847,74.276025
28242,Khayaban-e-Amin,Lahore,31.380899,74.261134
28291,Lahore Medical Housing Society,Lahore,31.5819,74.46351999999999
28378,Malir,Karachi,24.905199050903,67.18748474121101
28399,Jamshed Town,Karachi,24.857235,67.05646999999999
28430,F-17,Islamabad,33.634559,72.883
28508,Capital Smart City,Rawalpindi,33.507121000000005,72.875686
28509,Ali Abad,Rawalpindi,33.639812,73.092037
28545,Khayaban-e-Amin,Lahore,31.36551,74.265726
28576,Rehman Park,Lahore,31.547266,74.282459
28697,Scheme 33,Karachi,24.954834,67.117364
28738,Garden West,Karachi,24.887559890747,67.02825927734399
28743,Scheme 33,Karachi,24.982449,67.107116
28843,Chak 209 RB Akalgarh,Faisalabad,31.413841,73.180059
28877,Dhok Hukamdad,Rawalpindi,33.625201000000004,73.113075
28919,Bankers Co-operative Housing Society,Lahore,31.450521,74.394554
28934,Kahna Kacha,Lahore,31.400894,74.303922
29016,Queens Road,Lahore,31.554326135696,74.320435523878
29041,Gulberg,Lahore,31.501178000000003,74.355125
29052,Ahlu Road,Lahore,31.377703000000004,74.37676
29115,Sindh Industrial Trading Estate (SITE),Karachi,24.942220782365,67.100968820557
29130,Gulistan-e-Jauhar,Karachi,24.920408,67.139473
29147,Scheme 33,Karachi,24.96247,67.121103
29151,Scheme 33,Karachi,24.969596,67.15699000000001
29161,Scheme 33,Karachi,24.9574,67.116575
29187,D-18,Islamabad,33.65428,72.84660799999999
29203,Waris Khan,Rawalpindi,33.616728,73.065598
29240,Cantt,Lahore,31.473596572876,74.393913269043
29247,Salli Town,Lahore,31.555498123169,74.412460327148
29383,Ring Road,Lahore,31.493699,74.417302
29389,Bahria Orchard,Lahore,31.318925857544,74.21869659423801
29414,Cantt,Karachi,24.935592651367003,67.181488037109
29417,Cantt,Karachi,24.894339,67.173064
29455,Sindh Industrial Trading Estate (SITE),Karachi,24.94225,67.02424
29516,Scheme 33,Karachi,24.98561,67.17851
29525,Scheme 33,Karachi,24.967794,67.103184
29527,Bin Qasim Town,Karachi,24.863816,67.32010600000001
29533,Ahmed Town,Islamabad,33.531531,72.83145400000001
29611,Dhok Elahi Baksh,Rawalpindi,33.611724,73.068216
29629,Izmir Town,Lahore,31.414197,74.179645
29640,Punjab Coop Housing Society,Lahore,31.46019,74.37655699999999
29722,IEP Engineers Town,Lahore,31.401891,74.292505
29724,Bahria Town,Lahore,31.374195098877,74.191482543945
29802,Officer Colony,Lahore,31.503134000000003,74.369437
29813,Cantt,Lahore,31.551294,74.391214
29816,Nisbat Road,Lahore,31.569596,74.321026
29829,Wapda Town,Lahore,31.421046,74.263186
29856,North Karachi,Karachi,25.016292572021,67.07353973388699
29885,Kemari Town,Karachi,24.86806,66.917553
29898,Malir,Karachi,24.879073,67.199371
29912,Javed Bahria Coopretive Housing Society,Karachi,24.873725,66.912678
29916,Korangi,Karachi,24.829507,67.139926
29917,Scheme 33,Karachi,24.97147,67.118911
29925,Malir,Karachi,24.884762,67.19864100000001
29976,E-16,Islamabad,33.650351,72.881885
29992,Kaleem Shaheed Colony No 2,Faisalabad,31.435291,73.026674
30011,Abid Majeed Road,Rawalpindi,33.590739,73.037216
30034,Al Rehman Garden,Lahore,31.59217,74.24078399999999
30046,Audit & Accounts Housing Society,Lahore,31.3957,74.27216999999999
30068,Tariq Gardens,Lahore,31.422291,74.25529
30071,Al Rehman Garden,Lahore,31.486850738525,74.40814971923801
30136,Park View Villas,Lahore,31.45533,74.19735899999999
30149,Rajpoot Town,Lahore,31.450559,74.21572900000001
30157,Infantry Road,Lahore,31.530253,74.36872199999999
30198,Walled City,Lahore,31.577437,74.313535
30205,Ferozepur Road,Lahore,31.53009,74.318148
30210,Bahria Orchard,Lahore,31.324094,74.21409799999999
30216,Gulfishan Colony,Lahore,31.546961,74.293327
30269,University Road,Karachi,24.952755,67.142658
30271,Hawks Bay Scheme 42,Karachi,24.897606,66.84204100000001
30272,Liaquatabad,Karachi,24.896636,67.033167
30285,DHA Defence,Karachi,24.824083,67.062112
30306,Gulistan-e-Jauhar,Karachi,24.904289037608,67.123820609759
30314,Korangi,Karachi,24.834181,67.135892
30317,Blue Bell Residency,Karachi,24.837117000000003,67.035573
30397,F-10,Islamabad,33.695423,73.012562
30400,Millat Town,Faisalabad,31.4931640625,73.102630615234
30542,Habibullah Road,Lahore,31.558616638184,74.343788146973
30566,Audit & Accounts Housing Society,Lahore,31.401781,74.273071
30569,Mughalpura,Lahore,31.574568496341,74.38564984566999
30596,DHA Defence,Lahore,31.481417,74.40915600000001
30622,TECH Society,Lahore,31.483722,74.281054
30656,HBFC Housing Society,Lahore,31.455428,74.411001
30658,DHA Defence,Lahore,31.381028000000004,74.270278
30680,Lake City,Lahore,31.365964920119,74.251647479832
30708,North Karachi,Karachi,24.952394,67.071085
30731,Gadap Town,Karachi,25.016433715820003,67.060104370117
30848,Diglus Pura,Faisalabad,31.415871000000003,73.073577
30860,Chakri Road,Rawalpindi,33.557047453188,73.018001044171
30954,TECH Society,Lahore,31.488626,74.284816
31161,Baldia Town,Karachi,24.934195000000003,66.974666
31234,Saddar,Faisalabad,31.369504,72.939849
31268,Sarwar Town,Lahore,31.506763458252,74.246551513672
31284,Mian Aziz Garden,Lahore,31.588558000000003,74.496808
31311,Chauburji,Lahore,31.554911,74.30449
31319,Jamil Town,Lahore,31.519398,74.27002399999999
31337,Green City,Lahore,31.52291,74.46516
31462,Orangi Town,Karachi,24.924135,66.984801
31505,Scheme 33,Karachi,24.964622497559,67.168556213379
31543,Jinnah Avenue,Islamabad,33.709454,73.05543399999999
31554,Soan Garden,Islamabad,33.564426422119006,73.157104492188
31580,Others,Rawalpindi,33.618297314213,72.998560035316
31721,DHA Defence,Lahore,31.472303000000004,74.403319
31795,Gulberg Town,Karachi,24.916635116721,67.076473267463
31809,North Karachi,Karachi,24.99055632974,67.05707805101
31853,Chattar,Islamabad,33.779609680176,73.240226745605
31874,Gulbahar Scheme,Rawalpindi,33.591206,73.12949300000001
31880,Audit & Accounts Housing Society,Lahore,31.39537,74.269123
31936,Bahria Town,Lahore,31.355579,74.172432
31996,Fazaia Housing Scheme,Lahore,31.365795,74.244838
32111,Scheme 33,Karachi,25.001502,67.126129
32112,Orangi Town,Karachi,24.928902,66.99141
32143,Malir,Karachi,24.882816,67.18606700000001
32272,Civil Lines,Faisalabad,31.435584,73.085039
32273,Saifabad,Faisalabad,31.402806,73.033798
32280,Bahria Town Rawalpindi,Rawalpindi,33.532371799999,73.11169798396901
32342,Chah Miran,Lahore,31.590087890625,74.345237731934
32429,Bahria Town Karachi,Karachi,25.105573,67.35260600000001
32525,Jamshed Town,Karachi,24.871446609497,67.058570861816
32577,Chattar,Islamabad,33.779609,73.24023000000001
32584,Thalian,Islamabad,33.540213,72.911273
32594,Raja Park,Faisalabad,31.382292,73.049591
32647,DHA Defence,Lahore,31.519947,74.441214
32737,AWT Army Welfare Trust,Lahore,31.404858,74.204063
32757,DHA Defence,Lahore,31.471570968628,74.445907592773
32806,Liaquatabad,Karachi,24.901191,67.04964100000001
32894,Gulistan-e-Jauhar,Karachi,24.938359,67.13994
32896,Scheme 33,Karachi,24.987111,67.185563
32897,North Karachi,Karachi,24.981857299805004,67.06011962890601
32941,New Shakrial,Islamabad,33.633453369141,73.099632263184
32976,Taj Colony,Faisalabad,31.441186,73.09236999999999
32978,Gulshan-e-Rehman,Faisalabad,31.466619,73.18678100000001
32979,Rehman Gardens,Faisalabad,31.386322,73.126273
33080,Abdullah Town,Lahore,31.495099,74.24091
33184,Izmir Town,Lahore,31.417237,74.18659699999999
33202,Zaman Park,Lahore,31.551733,74.352636
33211,Izmir Town,Lahore,31.41211,74.173594
33235,DHA Defence,Lahore,31.433057322714,74.449260234833
33249,Valencia Housing Society,Lahore,31.404931,74.259839
33261,Sant Nagar,Lahore,31.570747375488,74.29857635498
33264,Allama Iqbal Town,Lahore,31.517282485962,74.282821655273
33281,Humaira Town,Karachi,24.910078,67.20000300000001
33377,G-9,Islamabad,33.682674407959,73.030242919922
33396,Samundari Road,Faisalabad,31.391120910645,73.07538604736301
33448,Wapda Town,Lahore,31.436792,74.251428
33468,Walton Road,Lahore,31.48934543965,74.368467820745
33470,Wapda Town,Lahore,31.427857,74.256749
33497,Military Accounts Housing Society,Lahore,31.419820213445,74.28412038769599
33513,Cavalry Ground,Lahore,31.498305605867,74.374294169247
33514,Katar Bund Road,Lahore,31.474503,74.231476
33655,Gulshan-e-Iqbal Town,Karachi,24.91746,67.08740999999999
33667,Jamshed Town,Karachi,24.879378510292,67.045556590548
33681,Malir,Karachi,24.902505,67.201823
33713,Darul Aman Society,Karachi,24.876054301507,67.067893145523
33717,Lalukhet,Karachi,24.900299,67.032157
33718,Gulshan-e-Iqbal Town,Karachi,24.877637863159,67.064041137695
33721,Navy Housing Scheme Karsaz,Karachi,24.892811,67.109871
33800,Model Town Humak,Rawalpindi,33.538727,73.14743399999999
33912,Nishtar Colony,Lahore,31.422218322754,74.364395141602
33937,Scheme 33,Karachi,24.985067,67.139921
